ph,humidity,tempC,mq135,mq7,turbidity,fish_species
6.98,54.8,31.3,163,125,255,Silver Carp
6.65,51.1,28.1,159,117,295,Catfish
6.76,63.4,28.2,183,117,249,Mrigal
6.76,62,31.2,163,114,210,Silver Carp
6.8,52.1,29.1,166,98,224,Bighead Carp
6.78,61.7,29.2,186,100,219,Pangasius
7.78,59.4,31.2,171,126,270,Common Carp
6.86,56.1,28.9,167,110,228,Tilapia
7.19,53.8,30.1,184,91,214,Mrigal
8.29,62.9,26.5,197,123,233,Common Carp
7.45,60.5,27.1,167,102,248,Common Carp
7.84,58.2,28.4,179,94,292,Common Carp
6.84,59.1,29,186,100,288,Common Carp
6.88,51.4,31.8,189,118,195,Tilapia
6.58,57.1,31.8,155,117,192,Bighead Carp
6.84,52.9,31.1,164,117,225,Common Carp
7.06,53.1,27.9,184,94,190,Common Carp
6.85,59.9,31.8,175,109,223,Tilapia
6.68,63.7,30.1,190,126,254,Pangasius
6.74,56.1,28.4,176,128,215,Snakehead
7.42,53.1,30.2,179,99,207,Mrigal
6.91,59.7,26.1,160,121,225,Silver Carp
7.23,63.1,26.9,173,118,195,Tilapia
7.51,61.2,31,163,91,264,Silver Carp
7.88,63,29.9,172,90,233,Catfish
6.58,58,28.2,158,109,229,Catfish
8.1,61.3,29,191,90,219,Grass Carp
7.76,52.1,31.4,196,93,267,Grass Carp
6.66,55.2,29.8,167,104,263,Snakehead
8.25,55.8,28.4,188,119,220,Common Carp
8.34,57.7,26.7,168,95,247,Bighead Carp
6.62,63.9,27.8,154,127,244,Catfish
7.05,63.1,31.9,167,90,225,Mrigal
8.11,52,28.6,182,96,268,Mrigal
8,52.6,28.8,193,94,219,Mrigal
6.87,55.4,29,187,96,237,Bighead Carp
6.92,54.4,31.3,162,125,267,Bighead Carp
7.24,59.2,29.6,198,92,276,Snakehead
7.47,63.5,30.2,158,101,206,Common Carp
7.74,64.4,28.3,175,104,216,Silver Carp
7.24,59.8,26.2,150,109,297,Common Carp
7.43,62.6,31.6,161,110,252,Common Carp
7.99,57.9,31.7,173,121,266,Snakehead
6.57,53.1,31.7,150,101,203,Snakehead
7,57.9,31.7,153,126,215,Common Carp
7.93,58.3,30.9,156,129,232,Mrigal
8.29,61.1,30.1,177,96,264,Catfish
7.52,53.3,31.1,186,120,291,Grass Carp
7.56,55.5,29.6,154,90,190,Bighead Carp
6.71,55.5,26.8,188,100,213,Grass Carp
7.39,64.4,28.3,181,123,209,Catfish
7.57,56.7,31.8,198,108,261,Common Carp
6.98,61.3,28.1,180,100,197,Pangasius
7.04,61.3,31.2,193,122,219,Grass Carp
7.25,54,26.6,164,122,207,Mrigal
6.54,58.6,28,152,97,266,Pangasius
7.14,63.4,28.1,198,97,299,Mrigal
6.92,57.1,26.3,195,123,289,Grass Carp
7.15,64.2,26.7,196,129,272,Catfish
6.74,53.2,27.2,196,116,202,Pangasius
8.28,51.1,31,164,118,294,Bighead Carp
7.69,63.4,26.4,192,103,237,Bighead Carp
7.86,62.7,27.8,167,123,249,Bighead Carp
8.08,64.9,26.1,170,126,215,Rohu
7.5,60.2,30.2,159,90,198,Rohu
6.67,64.1,29.7,170,98,287,Snakehead
7.57,62.4,29.9,175,99,242,Rohu
7.67,62.7,28.2,190,119,284,Silver Carp
7.99,58.5,27.2,152,107,295,Silver Carp
7.36,55.7,30.3,150,106,260,Silver Carp
6.76,64,30.9,170,95,198,Mrigal
7.07,56.5,26.8,160,100,293,Snakehead
7.23,58.1,28.9,165,113,215,Mrigal
7.79,56.7,27.5,184,125,222,Mrigal
7.64,58.5,27,170,122,222,Bighead Carp
7.21,57.1,30.4,190,122,241,Snakehead
8.47,50.7,29.2,160,107,229,Pangasius
7.71,63.2,27.3,180,94,193,Catfish
6.97,56.7,27.9,198,120,217,Bighead Carp
6.7,58.8,31.8,150,105,243,Pangasius
6.81,52.1,31.1,190,91,257,Tilapia
6.99,50.1,31.3,181,98,287,Silver Carp
6.82,53.7,28.8,152,91,238,Common Carp
6.87,60.6,29.7,181,126,293,Tilapia
7.07,51.5,28.3,191,109,195,Common Carp
6.85,63.6,26.5,154,106,222,Silver Carp
8.29,53.2,28.4,192,114,194,Silver Carp
6.66,53.1,29.6,186,108,272,Catfish
7.55,52.7,27.7,161,97,207,Grass Carp
7.32,50.2,31.1,163,100,192,Bighead Carp
8.46,61.6,26.9,193,102,287,Catfish
6.72,63.1,28.2,158,102,191,Bighead Carp
7.3,59.2,26.7,156,98,254,Mrigal
8.44,52.8,28.4,165,94,224,Grass Carp
8.23,54.3,26.2,177,107,240,Catfish
8.13,57.1,27.6,156,129,257,Pangasius
7.02,64.3,28.4,163,103,224,Common Carp
6.84,53.7,28.9,181,123,261,Catfish
7.84,61,29.3,157,111,233,Mrigal
8.36,56.6,27.6,176,122,218,Bighead Carp
7.61,54.5,29.1,199,113,225,Silver Carp
7.64,56.8,29.1,152,118,267,Pangasius
7.06,51.1,27.9,176,102,231,Pangasius
8.04,62,31,179,116,283,Snakehead
6.87,53.6,29.3,183,90,196,Catfish
7.15,60.9,28,175,96,202,Tilapia
7.35,51,31.7,186,93,211,Silver Carp
7.52,64.3,31.1,189,99,246,Pangasius
6.98,52.9,31.9,171,129,234,Tilapia
6.73,63.2,30.2,181,124,243,Mrigal
7.72,62.1,28.3,190,128,191,Silver Carp
7.08,64.5,27.7,151,105,261,Silver Carp
7.66,57.2,30,196,116,246,Mrigal
6.81,60.9,31.9,157,109,274,Mrigal
7.46,55.6,29.8,191,99,273,Bighead Carp
7.57,52.8,31.3,156,122,264,Grass Carp
6.6,56.6,28,168,96,223,Rohu
7.17,52.5,28.4,182,111,233,Snakehead
6.77,64.7,31.4,151,106,258,Catfish
6.63,51.4,30.5,152,98,242,Tilapia
8.48,58.8,31.9,177,129,251,Snakehead
7.14,59.4,30.6,163,99,283,Silver Carp
8.12,58.1,28.7,164,125,222,Pangasius
7.01,59.9,29.2,170,120,265,Mrigal
7.86,51.7,31.4,163,120,258,Pangasius
8.02,58.3,29.3,189,94,190,Catfish
7.69,54.3,27.5,167,107,224,Mrigal
7.44,64.1,28.6,198,95,214,Silver Carp
7.32,61.4,29.1,188,117,193,Rohu
7.2,64.6,26.6,169,113,262,Pangasius
8.36,50.6,30.5,150,94,297,Pangasius
8.16,54.3,26.7,158,117,256,Rohu
8.43,52.9,28.4,158,92,283,Common Carp
6.75,50.2,30.8,192,107,273,Common Carp
7.96,53.6,28.8,187,93,199,Common Carp
8.38,60.2,31.1,188,129,209,Mrigal
6.86,53.5,28.1,178,121,229,Common Carp
6.63,57.6,31.7,164,121,256,Grass Carp
7.98,63.3,27.3,169,108,264,Silver Carp
7.65,60.4,26.2,187,118,204,Grass Carp
8.18,55.9,31.2,190,122,217,Catfish
6.78,55.6,30.5,179,91,297,Common Carp
8.09,56.8,27.4,196,100,224,Rohu
6.9,52.7,31.9,175,122,196,Tilapia
6.83,59.5,29,155,129,243,Tilapia
6.83,55.5,31.7,188,90,286,Bighead Carp
8.13,62.8,29,166,106,231,Rohu
7.83,61.3,28.8,155,105,227,Common Carp
7.55,59.2,28.7,177,91,272,Bighead Carp
7.22,55.5,28,158,93,253,Common Carp
8.25,53.1,29.2,176,121,246,Mrigal
7.28,61.6,28.7,184,96,297,Pangasius
8.13,57.3,26.2,195,118,218,Rohu
7.38,53.4,27.6,155,98,255,Tilapia
7.25,52.9,27.3,153,124,297,Snakehead
7.43,52.5,31.2,165,94,272,Mrigal
7.1,61.7,29.6,172,110,262,Pangasius
8,53.4,30.6,197,106,195,Catfish
7.51,57.9,31.7,172,128,270,Snakehead
6.96,56.8,29.9,178,103,191,Mrigal
8.3,58.7,31.9,190,121,228,Grass Carp
7.27,63.2,27.9,153,104,195,Snakehead
7.59,63,27.1,189,110,203,Bighead Carp
8.31,56.8,28.4,189,103,279,Bighead Carp
7.75,50.2,28.8,173,105,207,Bighead Carp
6.73,56.4,31.4,155,90,259,Grass Carp
8.38,59.1,29.4,189,129,265,Pangasius
7.76,58.4,27.8,155,107,291,Grass Carp
7.17,59.8,30.5,163,123,211,Snakehead
6.78,52.3,29,163,115,267,Snakehead
8.09,59.7,27,199,125,202,Silver Carp
7.74,52.7,29.5,194,110,262,Common Carp
7.57,61.3,31.5,196,90,295,Common Carp
8.29,55.1,31.1,184,116,285,Snakehead
8.08,60.6,29.5,155,100,199,Pangasius
6.8,50.7,28.3,172,127,216,Snakehead
7.12,56.1,26.5,169,103,203,Grass Carp
7,60.6,28.8,166,117,198,Silver Carp
7.99,53.4,30.5,169,116,198,Silver Carp
6.57,61.9,28.2,197,111,279,Bighead Carp
7.64,59.5,27.4,155,110,246,Pangasius
8.02,58.8,31.6,189,113,285,Grass Carp
8.25,55.3,30.9,177,108,294,Pangasius
7.18,57.2,29.8,162,113,224,Common Carp
8.14,59,26.8,178,115,215,Common Carp
6.72,57.1,26.9,194,114,230,Snakehead
8.19,60.5,26.6,169,118,298,Rohu
6.75,56.5,29.7,166,99,295,Pangasius
7.29,53,26.7,184,100,256,Common Carp
8.09,53.2,31.1,194,113,219,Tilapia
6.8,50.1,32,188,113,218,Grass Carp
6.96,54.5,28.2,186,101,273,Common Carp
7.94,61.2,28.7,192,96,257,Snakehead
7.94,61.9,30.3,172,129,203,Tilapia
7.78,53,31.6,167,106,298,Mrigal
7.89,64.4,31.4,185,124,241,Pangasius
7.59,57.5,26.3,169,95,228,Pangasius
7,63.8,27,156,101,210,Rohu
7.19,60.6,30.5,185,104,260,Pangasius
6.86,60.8,30.1,191,121,195,Grass Carp
8.32,51.3,26.8,150,112,244,Bighead Carp
7.67,53.3,29,198,96,229,Grass Carp
7.3,50.1,30.7,186,127,259,Pangasius
7.42,60.7,27.3,198,120,214,Pangasius
8.39,55.2,31.2,184,118,193,Tilapia
6.81,61.8,26.3,190,117,290,Grass Carp
7.67,55.1,30.7,152,101,278,Bighead Carp
7.51,62.3,29.7,184,116,271,Snakehead
7.72,52,27.9,178,93,223,Pangasius
6.54,52.6,30.3,158,110,278,Grass Carp
8.24,55.1,30.7,186,98,211,Common Carp
8.36,56.1,31.6,191,123,245,Snakehead
7.63,55.2,28.2,196,126,235,Common Carp
7.89,61.5,30.1,174,110,245,Silver Carp
8.34,51.5,29.6,161,112,267,Grass Carp
7.91,55.3,29.2,187,113,290,Grass Carp
6.81,62.6,31.3,156,99,264,Common Carp
7.65,51,26,156,127,216,Pangasius
7.71,64.1,27.7,153,95,279,Grass Carp
7.35,64.8,29.2,194,110,224,Rohu
7.97,51.3,27.1,196,126,205,Catfish
8.37,54.4,31.4,180,118,293,Grass Carp
8.35,55.6,29.9,199,129,209,Common Carp
7.4,61.6,28.9,199,110,204,Catfish
6.73,58.9,30.9,188,111,267,Bighead Carp
8.47,59.7,28.7,159,124,299,Bighead Carp
8.18,61.4,29.4,197,94,261,Pangasius
6.75,51.8,26,172,104,213,Bighead Carp
8.34,62.5,28.2,175,108,251,Tilapia
8.24,60.6,26.8,172,105,286,Pangasius
7.54,58.7,30.1,178,129,269,Rohu
7.68,63.3,28.9,157,112,280,Pangasius
7.3,60.5,27.8,168,93,281,Silver Carp
6.61,53,28.8,178,110,233,Silver Carp
7.17,56.4,27.3,192,113,203,Tilapia
8.11,57.4,31.6,155,115,262,Silver Carp
6.51,50.8,26.3,178,91,299,Pangasius
7.17,64.3,31.2,173,129,266,Tilapia
7.3,51.9,29.1,159,97,240,Snakehead
7.57,60.5,29.7,163,98,211,Common Carp
8.34,57.6,27.8,155,91,283,Tilapia
7.19,50.4,31.8,153,103,221,Common Carp
7.19,63.9,27.7,164,109,269,Bighead Carp
7.98,62.8,29.5,186,91,214,Common Carp
7.4,57.9,32,197,93,238,Snakehead
6.95,53.4,31.3,188,124,212,Silver Carp
7.4,51.8,29.2,177,103,226,Rohu
6.78,55.5,31.9,151,110,281,Common Carp
6.85,53.8,30.2,162,104,192,Pangasius
7.5,57.6,27.3,151,128,249,Mrigal
7.34,64.5,28.4,190,109,248,Mrigal
8.33,58.6,28,181,95,212,Snakehead
7.22,63.3,28.1,154,117,222,Pangasius
7.66,59.8,30.6,152,91,243,Common Carp
7.76,57.1,29.5,151,117,228,Rohu
6.53,62.8,26.2,163,123,214,Grass Carp
7.83,57.1,31.3,189,103,252,Common Carp
6.86,63,27.8,193,98,278,Pangasius
8.42,54.4,32,198,112,292,Rohu
6.8,51.9,31.7,178,124,274,Snakehead
7.33,62.8,31.6,197,111,248,Common Carp
6.67,58.8,30.9,187,94,220,Rohu
8.49,63.3,27.3,155,118,238,Snakehead
7.5,64.1,29.2,199,124,283,Mrigal
7.69,50.8,27.3,183,123,292,Common Carp
6.63,57.5,27.6,157,93,298,Grass Carp
8,55.6,29.7,195,98,249,Tilapia
6.92,59.4,26.2,151,103,298,Pangasius
8.3,61.9,31.8,175,94,295,Silver Carp
6.91,54.2,31.5,166,116,253,Bighead Carp
6.88,58.4,28.3,173,100,287,Snakehead
6.57,60.6,29.1,180,119,227,Pangasius
7.44,52,28.8,165,126,260,Tilapia
7.63,62.2,31.3,199,128,280,Rohu
6.63,59.1,30.1,170,123,266,Catfish
8.05,64.2,27.7,187,113,282,Rohu
7.41,55.1,28.7,175,105,276,Tilapia
7.55,51.6,28.6,166,119,197,Catfish
7.38,57.6,31.8,199,113,274,Mrigal
7.3,51.3,27.1,195,92,202,Rohu
7.62,64.5,26.5,191,118,215,Bighead Carp
6.81,50.6,31.3,153,101,296,Grass Carp
6.86,61.3,31.4,199,116,199,Catfish
8.22,57.9,31.2,192,118,282,Common Carp
8.39,55.5,29.1,197,91,280,Bighead Carp
7.25,51,30,153,118,245,Silver Carp
7.04,59.3,29.4,168,129,193,Tilapia
7.79,58.8,26.4,187,98,295,Bighead Carp
7.32,54.2,29.6,174,117,220,Bighead Carp
6.55,63.7,26.1,157,126,206,Common Carp
6.81,54.6,27.9,167,112,197,Tilapia
7.93,56.7,31.6,167,102,241,Grass Carp
7.82,58.2,27.8,197,94,226,Tilapia
6.55,51.5,31.6,156,121,209,Rohu
6.94,64,27.5,166,117,236,Common Carp
6.96,55.6,27.9,152,104,263,Tilapia
7.84,51.2,29.8,171,113,240,Mrigal
6.54,55.8,30.6,164,121,247,Snakehead
6.71,59,29,180,110,233,Grass Carp
8.1,57.7,31.3,185,94,287,Grass Carp
6.86,60.4,26.2,175,126,292,Tilapia
7.81,50.8,31.5,197,125,200,Silver Carp
6.98,54.3,27.2,163,117,201,Mrigal
6.7,62.3,31.3,166,121,199,Mrigal
6.99,51.2,28.4,158,112,266,Common Carp
7.94,62.8,31,156,105,243,Common Carp
8.21,51.4,30,195,99,223,Mrigal
8.16,62.5,27.1,176,118,219,Mrigal
7.29,55.4,31.5,177,116,204,Tilapia
7.84,59.2,27.5,161,124,197,Catfish
6.91,52.3,27.5,166,113,291,Snakehead
7.09,51,30.9,158,112,289,Mrigal
8.29,53.2,26.6,193,92,229,Tilapia
6.53,51.9,27.3,193,125,211,Bighead Carp
6.67,54.7,29,157,103,194,Bighead Carp
6.92,57.7,31,176,93,285,Snakehead
6.55,58.8,26.9,191,121,209,Catfish
6.86,61.8,29.3,161,109,276,Pangasius
7.67,59.8,30.3,186,106,293,Grass Carp
7.34,59.1,31.2,169,118,299,Snakehead
8.29,56.2,31.6,150,128,238,Common Carp
8.13,57.1,30.7,158,121,241,Catfish
7.18,56.2,29.9,196,93,255,Snakehead
7.02,62.6,28.6,173,113,208,Tilapia
7.26,53.5,26.7,183,91,279,Bighead Carp
7.68,50.1,30.3,185,103,289,Bighead Carp
7.04,59.8,32,153,129,203,Bighead Carp
7.75,53,30.4,178,127,196,Silver Carp
7.32,63.4,26.1,172,123,246,Rohu
7.6,62.9,29,184,91,269,Pangasius
7.37,51.2,29.7,165,125,199,Snakehead
7.09,51.6,30.1,157,95,296,Tilapia
8.4,57.4,30.3,176,125,211,Snakehead
8.03,59.1,29.3,188,111,279,Mrigal
6.78,54.1,27.3,161,94,194,Snakehead
8.24,60.8,31.7,193,127,265,Grass Carp
7.47,58.9,30.2,153,111,277,Catfish
8.29,54.9,27.4,196,100,213,Grass Carp
8.1,50.4,27.9,174,120,204,Tilapia
7.35,61.3,31.5,155,118,277,Snakehead
6.54,53.2,31.3,152,122,277,Snakehead
7.04,62.5,28.4,188,111,295,Mrigal
7.58,56.3,26.2,173,116,215,Pangasius
7.77,58.7,26.3,170,97,244,Tilapia
7.02,63.1,27.7,155,95,287,Tilapia
6.78,63,29.8,182,114,207,Catfish
8.17,55.6,29.5,157,123,232,Common Carp
8.47,53.1,29.8,182,98,290,Catfish
7.55,61.6,30.3,197,125,195,Rohu
6.84,56.5,26.1,152,120,234,Bighead Carp
7.04,52.9,26.6,151,108,214,Tilapia
6.54,63.6,28.2,187,90,270,Bighead Carp
8.33,53,26.9,189,113,205,Pangasius
6.74,50.4,26.5,188,123,244,Bighead Carp
7.65,50.3,29.8,188,106,245,Snakehead
7.05,59.3,30.9,173,123,218,Mrigal
7.61,59.9,30.5,170,124,253,Common Carp
7.8,54.7,30.9,167,125,190,Snakehead
8.16,54.8,30,184,102,234,Common Carp
6.91,55.1,30.4,160,114,295,Pangasius
6.52,60.2,27.6,160,101,298,Mrigal
6.77,50.9,32,152,110,273,Bighead Carp
8.3,63.9,27.1,172,126,215,Mrigal
8.25,53.3,27.3,150,127,274,Bighead Carp
7.69,65,27.7,172,90,239,Silver Carp
7.7,52.6,31.9,171,95,216,Rohu
7.83,61.6,31.9,191,100,289,Grass Carp
6.85,53.4,30.8,179,105,224,Grass Carp
8.33,51.2,29.8,151,111,269,Bighead Carp
7.34,63.1,29.1,166,100,218,Bighead Carp
7.27,62.9,31.8,190,126,196,Tilapia
7.54,56.1,30.2,199,115,251,Silver Carp
6.59,60.5,31.7,169,115,260,Catfish
6.83,58.4,27.9,158,110,223,Silver Carp
7.98,62.8,28,160,115,237,Silver Carp
6.67,54.7,31.1,166,104,194,Rohu
7.71,57.9,26.9,163,128,197,Grass Carp
6.99,57.3,31.7,167,124,261,Common Carp
7.28,55.3,29,167,100,232,Snakehead
7.08,63.4,31.6,193,98,282,Grass Carp
7.21,52.5,28,199,112,241,Rohu
7.94,52.2,30.3,157,93,263,Snakehead
7.09,58.7,28.9,178,119,190,Grass Carp
7.63,59.9,29.8,157,117,227,Catfish
7.45,52.9,29,175,114,281,Tilapia
7.83,55.9,31.8,177,111,196,Silver Carp
8.37,64.2,30.2,157,114,270,Bighead Carp
7.97,53.7,27.5,169,115,245,Bighead Carp
6.93,60,31.5,196,118,235,Tilapia
6.56,61.1,27.8,157,121,213,Tilapia
7.02,56.7,28.2,163,115,224,Mrigal
7.69,64.1,26.6,162,117,262,Common Carp
6.6,61,31.4,189,109,231,Common Carp
7.49,56.9,27.7,166,91,256,Bighead Carp
7.69,58.5,27.6,175,112,233,Silver Carp
7.17,60.4,31.5,155,128,193,Mrigal
8.04,58.9,30.8,166,94,285,Common Carp
6.71,63.2,26.8,153,110,297,Catfish
6.65,55.4,30.6,174,111,266,Catfish
7.96,54.5,31.5,156,100,213,Grass Carp
7.49,53.2,26.5,166,119,260,Tilapia
7.88,50.6,31,171,117,208,Snakehead
7.37,50.6,29.3,177,125,280,Silver Carp
6.99,63.1,30,199,106,239,Silver Carp
8.14,60.2,29,155,110,280,Tilapia
8.1,59.9,30.2,179,126,207,Silver Carp
7.89,59.2,26.2,159,125,283,Grass Carp
7.04,62.7,30.6,199,114,217,Snakehead
7.68,57.2,26.2,188,113,218,Silver Carp
7.22,63.1,28.7,163,119,262,Grass Carp
6.68,55.4,26.9,195,124,292,Bighead Carp
8.33,63.9,30.9,191,110,292,Bighead Carp
6.77,60.5,27.9,171,95,274,Rohu
8.4,53.9,28.7,190,110,234,Rohu
7.39,58.5,28.6,175,97,291,Rohu
6.87,58,30.6,159,94,196,Common Carp
7.58,52.1,28.9,151,129,234,Tilapia
8.25,58.9,30.7,152,99,278,Grass Carp
7.96,54.7,26.4,197,120,215,Bighead Carp
8.11,50.8,27.1,191,119,259,Mrigal
7.82,64.2,29.3,160,110,238,Rohu
7.88,59.6,31.7,159,125,273,Mrigal
8.2,63.2,26.4,161,116,207,Pangasius
7,60.1,26.3,163,127,273,Snakehead
7.48,55.4,26.9,179,124,229,Rohu
6.94,57.7,29.8,190,121,207,Bighead Carp
8.48,60.1,28.4,162,115,236,Snakehead
8.39,64.4,31,179,93,190,Common Carp
6.58,53.8,26.4,187,116,222,Mrigal
7.91,63.1,27.2,160,125,228,Snakehead
8.35,63.9,27.8,150,126,212,Catfish
6.86,60.1,29.8,176,116,203,Rohu
7.64,64,30.1,196,95,281,Common Carp
8.33,56,26.7,188,107,274,Catfish
6.57,64.3,31.7,192,115,233,Pangasius
7.89,60.5,28,198,113,226,Common Carp
7.09,50.6,30.3,186,96,260,Pangasius
8.35,63.6,29.1,158,103,265,Silver Carp
8.44,57.3,27.3,197,102,226,Bighead Carp
8.39,56.9,31.1,192,115,292,Rohu
7.45,58.5,30.9,175,91,217,Silver Carp
8.22,52.2,28.4,174,112,196,Silver Carp
8.19,57,29.5,166,117,298,Mrigal
7.14,62.5,27.5,155,90,241,Mrigal
8.16,50.2,30.1,164,121,206,Tilapia
6.57,54.1,27.9,152,101,251,Pangasius
7.69,50,31.1,180,124,226,Pangasius
6.96,56.2,27.3,177,115,203,Snakehead
6.74,60.9,26.1,158,120,296,Catfish
6.65,62,27.6,193,101,240,Silver Carp
7.89,64.2,27.1,167,118,244,Pangasius
7.18,59.1,29,197,94,246,Rohu
7.95,53.8,27.2,189,124,193,Tilapia
6.63,63.9,30.6,181,96,275,Bighead Carp
7.13,61.6,27.4,168,105,238,Catfish
7.58,58.6,30.2,154,121,270,Grass Carp
8.08,60.4,29.5,193,106,224,Bighead Carp
7.14,63.9,31.9,155,110,299,Bighead Carp
7.75,60.7,32,161,116,242,Mrigal
8.27,55.5,31.2,196,129,221,Grass Carp
7.73,60.7,30.6,191,104,291,Tilapia
6.97,50.6,28.3,166,112,284,Common Carp
6.55,55.8,30.5,188,97,278,Catfish
8.24,56.1,31.7,156,114,199,Mrigal
6.54,52.5,26.1,160,100,251,Snakehead
8.25,50.3,29.2,183,110,191,Snakehead
7.56,52,27.3,151,99,252,Catfish
8.38,59.8,29.3,163,98,280,Snakehead
8.1,62,28.8,167,90,265,Rohu
8.5,64.8,29.5,197,111,205,Pangasius
7.2,55.2,29.3,192,95,205,Grass Carp
8.03,59,31.8,158,119,192,Catfish
7.3,64.1,29.3,188,123,278,Tilapia
7.46,52.5,31.1,153,102,207,Rohu
7.76,60.8,27.9,197,111,292,Grass Carp
8.25,61.3,28.6,163,95,231,Bighead Carp
8.47,51.3,28.8,160,113,293,Bighead Carp
8.04,62.9,27.7,179,110,221,Silver Carp
7.34,62.2,28.3,189,128,239,Silver Carp
7.34,50.5,29.6,192,112,238,Common Carp
7.98,51.4,29.5,176,94,192,Mrigal
6.98,50.7,29.8,178,96,261,Rohu
6.72,55,28.1,181,92,194,Silver Carp
7.21,57.6,27.9,198,102,246,Common Carp
7.07,58,29.7,179,101,273,Catfish
7.09,54,26.8,175,95,233,Bighead Carp
6.97,63.7,27.5,179,123,214,Rohu
6.58,55.5,26.3,159,104,259,Common Carp
6.54,50.7,26.4,161,107,281,Bighead Carp
8.48,54.5,27.5,182,92,212,Bighead Carp
7.36,58,26.1,183,111,277,Rohu
7.27,56.1,27.5,167,124,199,Catfish
7.86,54.1,29.9,188,117,199,Silver Carp
6.94,52,26.4,165,101,222,Silver Carp
8.4,62.3,28.6,194,90,262,Mrigal
8.07,64.9,31.5,153,125,207,Pangasius
6.68,54.9,30.7,159,119,256,Common Carp
7.34,55.7,27.8,177,112,286,Mrigal
8.26,59.3,31.5,190,126,263,Bighead Carp
8.39,60.8,28,167,117,216,Grass Carp
7.43,55.9,26.4,158,94,224,Silver Carp
7.73,63.6,32,171,125,251,Grass Carp
6.83,58.4,31.2,159,99,207,Bighead Carp
8.48,56.8,28.8,189,94,196,Catfish
6.96,59.7,30,172,103,260,Mrigal
8.39,64.3,30,192,113,275,Common Carp
7.8,61.9,27.2,162,117,199,Common Carp
7.72,50.6,27.2,173,110,216,Mrigal
7.53,55,28.8,162,129,298,Tilapia
6.96,57.1,31.5,197,101,257,Tilapia
6.85,54.7,26.1,194,109,265,Common Carp
6.94,60.5,30.7,174,121,256,Catfish
6.87,62.4,26.3,193,127,244,Grass Carp
8.06,61,28.9,196,129,237,Pangasius
7.2,64.8,29.8,178,110,296,Silver Carp
6.62,54.1,30.1,165,106,256,Silver Carp
8.44,63.1,26.4,189,90,278,Pangasius
8.27,61.5,28.5,155,117,215,Snakehead
8.36,55.4,29.5,157,91,229,Common Carp
8.49,61,26.4,183,106,260,Catfish
6.85,51.6,26.8,167,128,235,Grass Carp
7.29,61.8,30,192,103,287,Common Carp
8.02,58,29.1,181,103,263,Silver Carp
7.89,54.4,27,198,107,256,Snakehead
6.81,59.8,29.2,159,129,281,Bighead Carp
8.13,59.6,31.5,183,123,200,Pangasius
6.95,53.1,26.1,172,90,240,Grass Carp
6.95,50.5,29.9,168,107,221,Snakehead
7.57,56.5,26.4,169,123,261,Grass Carp
7.69,58.5,26,183,112,209,Rohu
7.66,63.1,26.9,187,105,194,Pangasius
6.68,63.9,28.5,166,108,230,Mrigal
8.25,57.9,30.8,193,126,202,Tilapia
7.03,61.3,27.7,154,95,264,Catfish
6.76,56.6,29.8,151,113,287,Grass Carp
8.28,61.2,28.5,190,106,297,Common Carp
8.41,53.1,27.4,183,105,192,Catfish
8.22,55.6,29.1,169,128,204,Snakehead
8.12,59.5,30.8,195,95,286,Mrigal
7.81,50.3,31,196,105,245,Rohu
7.6,60.8,31.1,151,98,232,Catfish
6.67,62.5,28,177,118,263,Common Carp
7.32,56,30.8,167,93,256,Snakehead
7.25,56.7,27.3,193,115,235,Bighead Carp
7.02,62.8,30.4,188,127,237,Grass Carp
7.95,61.6,31.7,197,115,294,Catfish
7.49,54.3,26.1,184,103,267,Bighead Carp
6.66,54.9,28.6,164,124,286,Snakehead
6.94,60.2,29.9,196,113,286,Silver Carp
7.87,58.4,30.2,188,97,225,Snakehead
6.65,52.4,27.1,189,129,212,Common Carp
8.2,54.6,31.8,188,114,244,Snakehead
7.49,63.5,29.7,152,93,244,Silver Carp
7.46,60.3,27,168,104,243,Silver Carp
7.68,64.8,26.1,172,105,254,Pangasius
8.15,61.5,30.7,168,100,280,Silver Carp
7.2,64.1,26.5,167,117,240,Mrigal
7.86,53.2,26.8,179,96,221,Grass Carp
7.63,61.6,29.4,188,127,274,Rohu
7.03,50.3,29.6,168,113,297,Rohu
8.26,60.1,30.1,154,120,209,Catfish
8.09,57,28.4,162,93,280,Mrigal
7.82,55.2,30.6,183,126,225,Common Carp
8.2,62.9,31.8,173,124,294,Pangasius
8.23,62.8,27.6,167,95,221,Catfish
7.92,50.3,30.2,153,122,292,Catfish
8.17,59.1,31.6,185,121,246,Snakehead
7.89,55.5,30.1,157,127,218,Tilapia
7.86,56.2,30.1,192,124,235,Snakehead
7.74,62.5,27.3,150,106,276,Catfish
8.01,54.6,29.2,190,121,224,Bighead Carp
6.82,64.1,29.4,187,103,268,Tilapia
8.26,52.7,30.2,185,108,296,Snakehead
8.24,59.9,32,187,113,263,Grass Carp
6.56,60.1,26.2,162,128,241,Catfish
8.15,53.8,26.4,171,100,204,Silver Carp
6.76,54.9,26.5,178,96,278,Snakehead
7.17,62.5,30.5,158,113,270,Mrigal
7.99,61.4,26.8,176,113,240,Tilapia
6.82,54.9,29.7,195,103,220,Bighead Carp
8.14,58,27.9,193,113,264,Common Carp
8.16,50.9,28.7,153,100,273,Silver Carp
7.51,53.1,27.3,189,97,284,Silver Carp
6.51,57.3,31.2,166,104,205,Bighead Carp
